CUSTOMER_ID,AGE,GENDER,INCOME_BRACKET,EMPLOYMENT_STATUS,CITY,CREDIT_SCORE,LOAN_HISTORY,CREDIT_UTILIZATION,SAVINGS_ACCOUNT,CREDIT_CARD,LOAN_TYPE,LOAN_AMOUNT,INSURANCE,FD_INVESTMENT,NET_BANKING_USAGE,MOBILE_APP_USAGE,COMPLAINTS_RAISED,RESPONSE_TO_OFFERS,CHURN_FLAG,AVG_MONTHLY_INCOME,AVG_MONTHLY_EXPENSE,AVG_RETAIL_SPEND,AVG_TRAVEL_SPEND,AVG_BILLS_SPEND,DELINQUENCY_COUNT_12M,TOTAL_OVERDUE_DAYS_12M,OVER_BUDGET_RATIO,DEFAULT_FLAG,CREDITSCORE_BAND
CUST0495,68,Male,<3 LPA,Self-Employed,Kolkata,808,6+ Loans,19.81,1,0,Personal Loan,451335,1,0,18,20,2,Ignored,0,18581.59583333,12339.11666667,4256.585,2270.29916667,5812.23166667,0,0,0.0,1,750+
CUST0496,41,Male,3-6 LPA,Salaried,Ahmedabad,604,3-5 Loans,26.65,1,1,Home Loan,9923698,0,0,7,21,0,Ignored,0,33573.73666667,24673.905,8007.09,2542.56166667,14124.25416667,2,25,0.0,1,580-650
CUST0497,59,Male,<3 LPA,Salaried,Pune,623,3-5 Loans,21.87,1,0,Home Loan,1582827,0,0,10,19,0,Accepted,0,22866.5175,16972.04583333,6341.385,2785.42,7845.2425,0,0,0.0,1,580-650
CUST0498,56,Female,10-15 LPA,Student,Bengaluru,716,No Loans,15.66,1,1,Auto Loan,1683707,0,0,13,28,0,Ignored,0,43029.97333333,28749.84583333,10593.28416667,3433.63833333,14722.92666667,0,0,0.0,0,700-750
CUST0499,53,Male,3-6 LPA,Salaried,Chennai,755,No Loans,30.3,1,1,,0,0,0,12,27,1,Accepted,1,37241.86333333,25072.49166667,8424.54333333,3651.70083333,12996.24666667,2,40,0.0,0,750+
CUST0500,50,Male,10-15 LPA,Salaried,Bengaluru,667,1-2 Loans,21.36,1,1,,0,1,0,13,11,0,Ignored,0,120817.83333333,83353.47416667,28680.15083333,9824.97583333,44848.34916667,0,0,0.0,0,650-700
CUST0501,57,Male,25+ LPA,Self-Employed,Delhi,619,3-5 Loans,27.19,1,1,,0,0,0,9,19,0,Ignored,0,272620.28,185610.56,68513.43583333,28247.02333333,88850.10333333,1,10,0.0,0,580-650
CUST0502,43,Female,<3 LPA,Student,Bengaluru,785,1-2 Loans,20.98,1,1,,0,0,1176428,7,27,0,Ignored,0,9198.62,6057.05583333,2091.89916667,1096.71833333,2868.44333333,0,0,0.0,0,750+
CUST0503,30,Male,<3 LPA,Self-Employed,Mumbai,632,No Loans,22.49,1,1,Personal Loan,729487,1,1606633,11,21,1,Ignored,0,24420.23916667,17526.43166667,6222.94,2870.1025,8418.59583333,0,0,0.0,0,580-650
CUST0504,25,Male,3-6 LPA,Self-Employed,Hyderabad,700,No Loans,45.3,1,1,,0,0,0,10,20,1,Accepted,1,52048.02416667,36120.13833333,11387.0475,6502.80916667,18230.28166667,3,75,0.0,0,700-750
CUST0505,56,Male,15-25 LPA,Unemployed,Hyderabad,758,3-5 Loans,28.86,1,1,,0,0,0,10,17,0,Ignored,0,62843.8325,41521.28166667,15446.07083333,7384.70416667,18690.50666667,0,0,0.0,0,750+
CUST0506,54,Male,3-6 LPA,Salaried,Pune,653,No Loans,28.05,1,1,Personal Loan,715090,1,0,8,21,0,Ignored,0,43276.28,30877.01333333,11400.65666667,4402.0125,15074.34416667,2,20,0.0,0,650-700
CUST0507,51,Female,3-6 LPA,Unemployed,Kolkata,642,1-2 Loans,91.47,1,1,,0,0,691841,7,17,3,Ignored,0,11951.25083333,8965.99,2973.22416667,1191.42416667,4759.565,1,20,0.0,0,580-650
CUST0508,30,Male,<3 LPA,Salaried,Mumbai,646,No Loans,55.5,1,1,Auto Loan,537522,1,655408,6,19,1,Ignored,1,22533.2575,16499.395,5755.61583333,2441.29,8302.48833333,0,0,0.0,0,580-650
CUST0509,39,Male,10-15 LPA,Student,Delhi,734,No Loans,33.31,1,1,,0,1,760416,12,21,2,Ignored,0,60335.68833333,40416.82666667,14402.36,4841.495,21172.97,4,50,0.0,0,700-750
CUST0510,52,Female,6-10 LPA,Salaried,Mumbai,743,3-5 Loans,36.24,1,0,Auto Loan,1799557,0,0,10,17,1,Ignored,1,59974.54,42821.49,14607.84,8264.245,19949.405,0,0,0.0,0,700-750
CUST0511,21,Female,10-15 LPA,Self-Employed,Bengaluru,682,3-5 Loans,12.99,1,1,Personal Loan,827996,0,0,8,15,2,Ignored,0,117676.74666667,78396.90083333,30784.6675,12647.61166667,34964.61916667,1,5,0.0,0,650-700
CUST0512,25,Male,15-25 LPA,Salaried,Mumbai,792,1-2 Loans,27.41,1,1,,0,1,0,14,23,0,Accepted,0,134701.735,96644.21083333,33478.78,13372.98416667,49792.44416667,2,25,0.0,1,750+
CUST0513,65,Female,3-6 LPA,Self-Employed,Mumbai,681,No Loans,61.75,1,1,,0,1,0,10,14,0,Ignored,0,37638.7375,28574.95166667,9331.83,4798.07833333,14445.0425,4,105,0.0,0,650-700
CUST0514,24,Female,15-25 LPA,Salaried,Pune,757,3-5 Loans,43.39,1,1,,0,0,0,9,23,1,Ignored,1,191003.86083333,128392.9575,40096.16583333,20392.9925,67903.80416667,0,0,0.0,0,750+
CUST0515,36,Male,<3 LPA,Student,Delhi,654,No Loans,10.79,1,0,Personal Loan,400475,0,0,8,13,0,Ignored,0,8793.73166667,5971.31583333,2056.66333333,985.2125,2929.43916667,0,0,0.0,0,650-700
CUST0516,44,Female,15-25 LPA,Unemployed,Bengaluru,820,1-2 Loans,59.62,1,1,Home Loan,7861438,1,1528187,8,25,0,Accepted,0,77589.21166667,51074.36083333,16392.31,8243.9275,26438.12166667,1,30,0.0,0,750+
CUST0517,36,Female,10-15 LPA,Salaried,Chennai,774,6+ Loans,50.27,1,1,Personal Loan,244794,0,0,9,23,0,Ignored,0,95773.5925,66605.82333333,24216.74166667,7156.48833333,35232.59083333,2,75,0.0,0,750+
CUST0518,22,Male,15-25 LPA,Unemployed,Pune,672,No Loans,46.61,1,1,,0,0,0,12,23,0,Ignored,0,63482.69666667,46707.13083333,18488.29083333,5774.93,22443.90833333,3,105,0.0,0,650-700
CUST0519,69,Male,<3 LPA,Self-Employed,Chennai,766,6+ Loans,27.53,1,0,,0,0,0,11,22,1,Clicked,0,21436.2775,14878.8475,6024.09666667,1837.66166667,7017.08666667,0,0,0.0,0,750+
CUST0520,48,Male,3-6 LPA,Self-Employed,Pune,763,No Loans,27.87,1,0,,0,0,1018486,10,10,1,Accepted,0,31294.00583333,21515.37666667,7878.11,4354.97416667,9282.29416667,0,0,0.0,0,750+
CUST0521,52,Female,3-6 LPA,Salaried,Hyderabad,773,1-2 Loans,27.1,1,1,Personal Loan,554317,0,1801170,8,20,1,Ignored,0,48544.78333333,33194.08416667,11363.5175,6757.00083333,15073.57166667,0,0,0.0,0,750+
CUST0522,47,Other,3-6 LPA,Salaried,Ahmedabad,531,1-2 Loans,10.62,1,1,Home Loan,6358637,1,0,11,24,1,Accepted,1,48008.50916667,37278.96,12612.74583333,6225.79833333,18440.41666667,1,15,0.0,0,<580
CUST0523,40,Female,3-6 LPA,Salaried,Pune,723,6+ Loans,36.49,1,1,Home Loan,3538779,1,1220121,10,20,0,Ignored,0,44504.8625,32225.69583333,10883.06666667,5388.39916667,15954.23,0,0,0.0,0,700-750
CUST0524,44,Male,3-6 LPA,Salaried,Kolkata,712,1-2 Loans,12.97,1,1,Home Loan,5449489,1,362269,12,14,3,Ignored,0,29792.88333333,19192.89333333,6923.685,3673.1175,8596.0925,0,0,0.0,0,700-750
CUST0525,32,Female,<3 LPA,Student,Mumbai,708,1-2 Loans,52.24,1,1,Auto Loan,1557991,0,0,8,14,0,Clicked,0,11331.57333333,8214.73333333,2817.16833333,1185.05583333,4212.50916667,2,55,0.0,0,700-750
CUST0526,55,Female,6-10 LPA,Salaried,Hyderabad,693,6+ Loans,25.73,1,1,Auto Loan,1417359,0,1045991,9,21,0,Accepted,0,69550.34333333,46512.08583333,15827.8575,7537.83166667,23146.395,2,55,0.0,0,650-700
CUST0527,53,Male,15-25 LPA,Unemployed,Delhi,694,1-2 Loans,19.42,1,1,Auto Loan,1541278,0,0,14,21,0,Ignored,0,75174.25916667,49126.4875,19141.19833333,8377.35583333,21607.9325,2,25,0.0,0,650-700
CUST0528,53,Male,6-10 LPA,Salaried,Chennai,756,1-2 Loans,40.51,1,0,Auto Loan,865962,1,0,10,22,0,Accepted,0,58132.1225,39596.1675,14436.665,5934.95,19224.555,4,30,0.0,0,750+
CUST0529,63,Female,<3 LPA,Salaried,Ahmedabad,712,1-2 Loans,26.81,1,0,Personal Loan,983743,0,0,6,27,0,Accepted,0,18065.33583333,12419.12916667,3742.75333333,1491.89583333,7184.48,1,15,0.0,1,700-750
CUST0530,57,Male,6-10 LPA,Self-Employed,Ahmedabad,693,3-5 Loans,20.25,1,1,,0,1,0,5,22,0,Accepted,0,82272.64666667,56743.33583333,21116.30916667,9950.35916667,25676.67,0,0,0.0,1,650-700
CUST0531,32,Female,<3 LPA,Student,Pune,748,No Loans,3.32,1,1,Personal Loan,216021,0,0,2,16,0,Accepted,0,8533.2575,5510.27083333,1777.9475,758.94916667,2973.37416667,0,0,0.0,0,700-750
CUST0532,23,Male,25+ LPA,Salaried,Mumbai,705,No Loans,26.82,1,1,Personal Loan,623435,0,965947,8,20,0,Ignored,0,235098.20666667,154818.70916667,47984.72083333,16347.80916667,90486.18,1,20,0.0,0,700-750
CUST0533,21,Male,<3 LPA,Salaried,Delhi,710,1-2 Loans,14.53,1,0,,0,0,0,21,22,0,Ignored,1,20525.8175,13128.19083333,5013.23916667,1372.82916667,6742.11916667,1,15,0.0,0,700-750
CUST0534,53,Male,10-15 LPA,Salaried,Kolkata,792,1-2 Loans,20.86,1,1,,0,0,0,5,16,0,Accepted,0,97299.25166667,67584.50666667,25969.41833333,9973.68666667,31641.40416667,1,30,0.0,0,750+
CUST0535,60,Male,25+ LPA,Salaried,Delhi,653,6+ Loans,16.64,1,1,,0,1,0,6,21,0,Ignored,0,306777.685,215495.1,70189.215,36129.73666667,109176.15166667,0,0,0.0,0,650-700
CUST0536,30,Female,15-25 LPA,Salaried,Mumbai,589,6+ Loans,13.32,1,1,Personal Loan,893783,1,0,13,25,0,Ignored,1,167108.72416667,113679.66333333,43804.68083333,16212.95083333,53662.03333333,3,50,0.0,0,580-650
CUST0537,63,Male,10-15 LPA,Salaried,Kolkata,684,3-5 Loans,39.96,1,0,Personal Loan,915346,0,0,11,24,0,Ignored,0,124165.32416667,91248.0925,28846.64333333,14360.89083333,48040.55583333,1,45,0.0,0,650-700
CUST0538,64,Female,15-25 LPA,Salaried,Delhi,692,3-5 Loans,57.18,1,1,,0,1,0,6,27,2,Ignored,0,201154.89916667,150813.03166667,57592.36833333,21420.97583333,71799.6875,0,0,0.0,0,650-700
CUST0539,49,Female,25+ LPA,Self-Employed,Kolkata,723,3-5 Loans,36.63,1,1,,0,0,0,12,17,0,Ignored,0,346360.98166667,239068.1425,89602.765,32600.51666667,116864.86,0,0,0.0,1,700-750
CUST0540,33,Female,6-10 LPA,Salaried,Pune,686,No Loans,54.56,1,1,Personal Loan,787815,1,0,12,26,0,Clicked,0,72266.44666667,52226.99083333,16702.3475,9302.65083333,26221.9925,3,35,0.0,0,650-700
CUST0541,32,Male,6-10 LPA,Salaried,Pune,725,3-5 Loans,48.24,1,1,Auto Loan,1273460,0,535576,16,14,0,Clicked,0,61110.13583333,43317.18083333,14254.85916667,6087.9675,22974.35666667,0,0,0.0,1,700-750
CUST0542,51,Female,6-10 LPA,Salaried,Mumbai,830,No Loans,4.85,1,1,,0,1,0,12,17,0,Clicked,1,67027.46333333,46212.23166667,15334.61333333,7420.7825,23456.8375,3,40,0.0,0,750+
CUST0543,66,Female,6-10 LPA,Self-Employed,Mumbai,728,1-2 Loans,30.77,1,1,,0,0,0,9,19,1,Accepted,1,71462.16083333,51817.4125,17892.74083333,6469.68583333,27454.9875,2,20,0.0,0,700-750
CUST0544,22,Male,6-10 LPA,Student,Kolkata,738,3-5 Loans,7.21,1,1,Personal Loan,753467,1,1512927,14,19,0,Ignored,0,26558.44833333,17581.86583333,7236.03916667,2530.88666667,7814.94083333,1,20,0.0,0,700-750
CUST0545,55,Male,6-10 LPA,Salaried,Bengaluru,672,1-2 Loans,48.16,1,1,,0,1,0,10,13,1,Accepted,0,64709.84833333,47350.1625,17142.92833333,6710.37083333,23496.8625,2,20,0.0,0,650-700
CUST0546,43,Female,3-6 LPA,Self-Employed,Hyderabad,596,3-5 Loans,30.53,1,1,,0,1,0,4,18,0,Accepted,1,39229.83833333,28554.2525,9945.28833333,3770.05166667,14838.9125,2,105,0.0,0,580-650
CUST0547,37,Other,<3 LPA,Salaried,Ahmedabad,542,No Loans,76.13,1,1,,0,0,0,10,14,2,Ignored,0,18541.27083333,15725.05333333,5946.46083333,2465.91916667,7312.67083333,4,65,0.0,1,<580
CUST0548,46,Male,<3 LPA,Salaried,Delhi,648,1-2 Loans,10.41,1,0,,0,0,0,10,23,0,Accepted,0,16627.04583333,12011.0475,4550.54833333,1535.61833333,5924.88,1,15,0.0,0,580-650
CUST0549,28,Female,3-6 LPA,Salaried,Delhi,525,No Loans,35.94,1,1,Home Loan,7815740,1,0,15,24,0,Accepted,0,40668.075,31855.96916667,11025.39333333,4848.5025,15972.14583333,2,30,0.0,0,<580
CUST0550,49,Female,<3 LPA,Salaried,Bengaluru,710,1-2 Loans,30.87,1,0,Home Loan,7472739,0,0,12,20,0,Ignored,0,17518.24916667,12169.41333333,4063.96416667,1501.2925,6604.15583333,2,95,0.0,0,700-750
CUST0551,46,Female,6-10 LPA,Self-Employed,Bengaluru,657,3-5 Loans,59.52,1,1,Home Loan,1210867,0,0,10,14,0,Ignored,0,67261.78083333,54046.645,20573.1375,9942.825,23530.68083333,0,0,0.0,1,650-700
CUST0552,30,Other,3-6 LPA,Student,Bengaluru,601,1-2 Loans,22.77,1,1,,0,0,1411798,7,18,0,Clicked,0,25026.96916667,19012.71416667,6103.28333333,2329.24,10580.19416667,1,60,0.0,0,580-650
CUST0553,46,Female,15-25 LPA,Salaried,Chennai,687,1-2 Loans,47.44,1,1,,0,1,0,14,18,0,Ignored,1,146219.95833333,108512.485,35238.36166667,18051.00833333,55223.11833333,1,30,0.0,0,650-700
CUST0554,54,Male,<3 LPA,Self-Employed,Chennai,635,No Loans,36.37,1,0,,0,0,0,7,26,0,Clicked,0,20090.04583333,14937.27666667,4756.19916667,1989.40166667,8191.675,1,45,0.0,0,580-650
CUST0555,61,Male,3-6 LPA,Self-Employed,Kolkata,707,No Loans,46.95,1,1,Auto Loan,625600,0,0,5,20,0,Accepted,1,48535.90916667,34210.81,11772.41,4845.335,17593.065,3,110,0.0,0,700-750
CUST0556,27,Male,10-15 LPA,Salaried,Chennai,722,1-2 Loans,22.1,1,1,,0,0,162264,7,23,2,Ignored,0,118986.37,84413.18083333,29544.6275,14532.5225,40336.03083333,0,0,0.0,0,700-750
CUST0557,24,Female,6-10 LPA,Salaried,Pune,637,6+ Loans,36.6,1,1,,0,1,1287761,7,17,2,Accepted,0,65527.765,46943.89666667,15673.26666667,7720.29416667,23550.33583333,1,10,0.0,0,580-650
CUST0558,65,Female,<3 LPA,Salaried,Pune,665,No Loans,16.16,1,1,,0,0,0,11,13,1,Ignored,0,25450.4875,17207.10166667,6031.63083333,2738.295,8437.17666667,2,65,0.0,0,650-700
CUST0559,31,Male,15-25 LPA,Salaried,Mumbai,692,3-5 Loans,16.59,1,1,,0,1,0,6,27,0,Ignored,0,203128.72666667,136945.50916667,48555.955,20401.34416667,67988.2125,0,0,0.0,0,650-700
CUST0560,49,Female,15-25 LPA,Salaried,Ahmedabad,595,3-5 Loans,32.54,1,0,Auto Loan,1444271,0,1929141,6,23,0,Ignored,0,204518.07833333,153784.70166667,49914.07166667,18581.53666667,85289.09333333,1,5,0.0,0,580-650
CUST0561,56,Female,3-6 LPA,Salaried,Kolkata,692,1-2 Loans,55.92,1,0,Auto Loan,1228721,0,0,8,27,0,Accepted,0,39072.9425,30449.62416667,12477.455,5034.02166667,12938.1475,2,135,0.0,0,650-700
CUST0562,45,Female,3-6 LPA,Salaried,Ahmedabad,594,3-5 Loans,41.55,1,1,,0,1,1168621,7,19,0,Accepted,0,33126.94416667,26208.55833333,10344.12416667,3945.25833333,11919.17333333,1,60,0.0,1,580-650
CUST0563,41,Male,25+ LPA,Self-Employed,Delhi,713,3-5 Loans,35.57,1,1,,0,0,0,11,12,0,Clicked,0,355671.00583333,238173.67416667,83411.1725,37751.23916667,118342.12083333,0,0,0.0,0,700-750
CUST0564,56,Female,6-10 LPA,Self-Employed,Hyderabad,653,1-2 Loans,12.41,1,0,,0,0,0,9,13,0,Ignored,1,88852.155,64571.39166667,20826.79833333,11545.14666667,32199.44666667,2,30,0.0,0,650-700
CUST0565,30,Male,6-10 LPA,Retired,Mumbai,593,1-2 Loans,64.68,1,0,Home Loan,4884351,0,0,11,21,0,Accepted,0,42291.87083333,33279.35166667,13213.64666667,4001.19583333,16064.50583333,0,0,0.0,0,580-650
CUST0566,57,Male,15-25 LPA,Salaried,Delhi,645,No Loans,30.31,1,0,,0,1,0,8,23,0,Ignored,0,205773.89916667,152601.3725,55741.23583333,19564.065,77296.07333333,0,0,0.0,0,580-650
CUST0567,29,Male,3-6 LPA,Self-Employed,Delhi,647,6+ Loans,6.72,1,0,Personal Loan,756781,0,0,8,25,0,Ignored,1,37860.73166667,26330.38916667,9243.25083333,3848.54333333,13238.595,1,30,0.0,0,580-650
CUST0568,44,Male,6-10 LPA,Student,Kolkata,744,6+ Loans,4.22,1,1,,0,0,0,6,23,0,Accepted,0,29581.35583333,20214.2225,7506.27083333,3216.44916667,9488.75833333,1,45,0.0,1,700-750
CUST0569,55,Male,3-6 LPA,Self-Employed,Bengaluru,690,3-5 Loans,36.65,1,1,Auto Loan,421450,0,1723519,13,21,0,Accepted,0,43363.13166667,30885.32,11488.565,4643.11583333,14753.63666667,1,5,0.0,0,650-700
CUST0570,69,Female,10-15 LPA,Salaried,Bengaluru,622,No Loans,23.04,1,0,Personal Loan,407241,1,1248053,7,24,1,Ignored,1,121014.46416667,87121.6225,32455.18333333,11421.17333333,43245.26666667,1,15,0.0,0,580-650
CUST0571,55,Male,6-10 LPA,Self-Employed,Ahmedabad,778,1-2 Loans,4.54,1,1,Auto Loan,1644077,0,0,4,21,0,Ignored,0,87662.38833333,57034.59583333,19399.82,7093.58666667,30541.18833333,0,0,0.0,0,750+
CUST0572,68,Female,10-15 LPA,Salaried,Mumbai,717,No Loans,36.51,1,0,,0,1,0,14,18,0,Clicked,0,98411.25916667,67649.91083333,24536.08,12206.1925,30907.63666667,2,30,0.0,0,700-750
CUST0573,56,Male,3-6 LPA,Salaried,Bengaluru,659,No Loans,35.98,1,1,,0,1,0,10,22,1,Ignored,0,40389.49416667,30079.62666667,9389.63416667,5271.2,15418.79166667,1,15,0.0,0,650-700
CUST0574,38,Female,3-6 LPA,Salaried,Delhi,586,1-2 Loans,46.27,1,0,,0,0,0,9,22,0,Ignored,0,42263.6175,33448.63416667,11895.58916667,5565.06833333,15987.97916667,3,65,0.0,0,580-650
CUST0575,69,Other,6-10 LPA,Self-Employed,Bengaluru,654,6+ Loans,24.03,1,0,Home Loan,7944990,0,60213,12,24,0,Clicked,0,90222.975,67975.29,24006.32833333,7218.18333333,36750.78083333,0,0,0.0,0,650-700
CUST0576,59,Male,10-15 LPA,Salaried,Chennai,666,6+ Loans,18.59,1,1,,0,0,0,6,11,0,Accepted,0,90325.92833333,62026.93083333,25826.84333333,8546.7925,27653.29583333,1,20,0.0,0,650-700
CUST0577,52,Male,6-10 LPA,Student,Bengaluru,702,3-5 Loans,29.96,1,1,,0,1,0,7,18,0,Clicked,0,41185.24083333,28417.74833333,8661.485,5107.7475,14482.305,2,30,0.0,0,700-750
CUST0578,44,Male,<3 LPA,Self-Employed,Delhi,716,No Loans,25.38,1,1,Personal Loan,561360,0,0,6,17,0,Ignored,0,20984.35333333,14793.11083333,5565.875,1924.26583333,7302.97,1,15,0.0,0,700-750
CUST0579,43,Female,15-25 LPA,Salaried,Ahmedabad,728,1-2 Loans,37.12,1,1,,0,0,0,9,18,0,Clicked,0,178347.09416667,120896.5725,42634.65916667,17577.5175,60684.395,1,60,0.0,0,700-750
CUST0580,52,Female,<3 LPA,Student,Kolkata,583,1-2 Loans,26.54,1,1,Home Loan,9396688,0,0,7,13,0,Ignored,0,9465.74,7346.6275,2663.45416667,1142.95333333,3540.22083333,1,15,0.0,0,580-650
CUST0581,57,Male,25+ LPA,Salaried,Mumbai,692,3-5 Loans,74.79,1,0,Auto Loan,508148,1,285650,11,19,1,Ignored,1,278090.17083333,217174.465,81231.24666667,31188.52916667,104754.68666667,1,30,0.0,0,650-700
CUST0582,32,Female,<3 LPA,Retired,Hyderabad,670,3-5 Loans,28.3,1,1,,0,1,0,10,29,1,Accepted,0,11711.50583333,8156.84333333,2538.60083333,1451.13083333,4167.11,0,0,0.0,0,650-700
CUST0583,69,Male,10-15 LPA,Salaried,Bengaluru,840,1-2 Loans,19.81,1,1,,0,0,0,15,20,0,Ignored,0,114636.14333333,76492.03916667,24342.31666667,13135.46333333,39014.25583333,0,0,0.0,0,750+
CUST0584,33,Male,<3 LPA,Salaried,Pune,683,1-2 Loans,20.95,1,0,,0,0,0,10,21,1,Ignored,0,24755.695,17121.59583333,5615.825,2644.10833333,8861.66416667,0,0,0.0,0,650-700
CUST0585,43,Female,15-25 LPA,Self-Employed,Pune,642,No Loans,27.22,1,1,,0,0,911091,9,22,2,Ignored,0,183922.04166667,128422.75416667,43016.83166667,21976.57666667,62679.21,0,0,0.0,0,580-650
CUST0586,45,Male,6-10 LPA,Self-Employed,Ahmedabad,686,1-2 Loans,35.42,1,0,,0,0,0,13,25,1,Accepted,0,84677.81916667,59012.59083333,20723.29666667,9304.69416667,28984.60083333,3,40,0.0,0,650-700
CUST0587,55,Female,<3 LPA,Self-Employed,Delhi,679,1-2 Loans,48.35,1,0,,0,0,1191501,8,24,1,Accepted,1,21989.7325,16189.50666667,5489.63166667,1956.015,8743.86083333,0,0,0.0,0,650-700
CUST0588,61,Male,3-6 LPA,Retired,Hyderabad,560,No Loans,29.97,1,1,,0,1,0,5,23,0,Ignored,0,15778.11666667,12026.30083333,3534.64083333,2103.7475,6387.91333333,1,5,0.0,0,<580
CUST0589,50,Other,3-6 LPA,Self-Employed,Hyderabad,704,1-2 Loans,51.02,1,1,,0,1,0,2,19,0,Ignored,1,27780.39666667,20025.8725,6154.94333333,2945.51166667,10925.41916667,3,40,0.0,0,700-750
CUST0590,37,Male,3-6 LPA,Self-Employed,Chennai,661,3-5 Loans,19.75,1,1,,0,1,384728,11,15,0,Clicked,0,34144.37583333,23708.93416667,8754.73833333,3044.99916667,11909.19583333,1,10,0.0,0,650-700
CUST0591,69,Male,25+ LPA,Student,Hyderabad,678,1-2 Loans,39.76,1,1,Personal Loan,121019,1,238586,13,25,1,Clicked,0,102954.30416667,76388.78583333,26268.36083333,11731.795,38388.6275,3,20,0.0,0,650-700
CUST0592,40,Female,6-10 LPA,Self-Employed,Pune,627,No Loans,38.84,1,0,Personal Loan,815375,0,1964834,8,13,0,Accepted,0,55255.37,42076.47083333,15192.03166667,6383.2125,20501.22666667,0,0,0.0,0,580-650
CUST0593,68,Male,10-15 LPA,Salaried,Kolkata,614,No Loans,18.05,1,0,Auto Loan,1720676,0,0,5,21,2,Ignored,0,104243.43083333,76184.89416667,26085.99,11946.35083333,38152.55416667,2,30,0.0,0,580-650
CUST0594,45,Other,6-10 LPA,Student,Delhi,732,1-2 Loans,23.09,1,1,,0,1,268568,7,24,0,Ignored,0,34010.79833333,24050.75083333,8897.99833333,4151.945,11000.8075,1,15,0.0,0,700-750
CUST0595,42,Female,10-15 LPA,Salaried,Delhi,746,1-2 Loans,29.97,1,1,,0,1,0,10,11,0,Ignored,0,114526.80583333,79038.95666667,33454.19333333,11542.1525,34042.6125,1,10,0.0,0,700-750
CUST0596,33,Female,<3 LPA,Self-Employed,Bengaluru,705,1-2 Loans,76.93,1,0,,0,0,0,9,19,2,Accepted,0,25037.05916667,19077.18083333,6069.9775,2646.5375,10360.6675,0,0,0.0,0,700-750
CUST0597,39,Female,3-6 LPA,Student,Bengaluru,571,1-2 Loans,39.7,1,1,Auto Loan,1620209,0,553194,9,24,0,Clicked,0,18024.38,14679.29083333,5258.79083333,2379.98,7040.52166667,1,10,0.0,1,<580
CUST0598,69,Female,10-15 LPA,Self-Employed,Bengaluru,708,1-2 Loans,28.56,1,1,Personal Loan,520025,0,0,12,15,1,Ignored,0,129725.56416667,91879.61083333,33980.2525,17339.95,40559.4075,1,10,0.0,0,700-750
CUST0599,56,Female,25+ LPA,Self-Employed,Pune,572,3-5 Loans,37.91,1,1,,0,0,0,5,25,0,Ignored,0,297253.31,227363.10916667,73775.34416667,38982.78083333,114192.33333333,5,75,0.0,0,<580
CUST0600,32,Female,3-6 LPA,Self-Employed,Pune,640,1-2 Loans,18.83,1,1,Personal Loan,658323,0,0,12,19,0,Ignored,0,37663.78166667,27446.23333333,8113.05166667,3407.39666667,15925.78416667,1,5,0.0,1,580-650
CUST0601,61,Female,3-6 LPA,Salaried,Ahmedabad,731,3-5 Loans,51.38,1,1,,0,0,0,10,25,0,Clicked,0,33957.18,24358.73083333,8760.97166667,3530.17083333,12067.58666667,0,0,0.0,0,700-750
CUST0602,39,Male,6-10 LPA,Student,Pune,719,1-2 Loans,34.0,1,1,Home Loan,6304599,0,0,13,22,0,Ignored,0,28893.70916667,19609.6625,7398.23583333,3127.10833333,9084.31833333,1,30,0.0,0,700-750
CUST0603,32,Male,25+ LPA,Salaried,Pune,707,No Loans,35.75,1,1,,0,0,834606,9,17,0,Ignored,0,273479.84916667,185943.13166667,67958.50583333,20704.515,97280.10916667,1,45,0.0,0,700-750
CUST0604,29,Female,3-6 LPA,Salaried,Pune,758,1-2 Loans,53.98,1,0,Home Loan,9912555,0,169871,15,18,0,Clicked,0,38664.39333333,26584.62083333,9000.34666667,3341.1125,14243.16333333,1,5,0.0,0,750+
CUST0605,27,Male,6-10 LPA,Salaried,Pune,713,1-2 Loans,40.58,1,1,Personal Loan,70729,0,1730937,9,15,0,Clicked,0,77594.65,55957.22833333,18399.9225,10050.86583333,27506.44,0,0,0.0,0,700-750
CUST0606,48,Female,15-25 LPA,Salaried,Kolkata,558,6+ Loans,24.84,1,1,Personal Loan,878291,0,0,5,21,0,Clicked,1,174051.2075,130277.72583333,48985.50916667,19754.2625,61537.9525,0,0,0.0,0,<580
CUST0607,34,Male,<3 LPA,Salaried,Pune,657,3-5 Loans,34.75,1,0,Home Loan,8377024,0,634539,14,17,0,Ignored,0,19959.83416667,14571.625,4940.91416667,1712.11666667,7918.595,0,0,0.0,0,650-700
CUST0608,51,Male,<3 LPA,Unemployed,Ahmedabad,677,6+ Loans,20.57,1,1,,0,1,0,9,27,0,Accepted,0,9084.985,6391.46166667,2303.67666667,957.55916667,3130.225,2,40,0.0,0,650-700
CUST0609,39,Female,6-10 LPA,Salaried,Hyderabad,670,6+ Loans,33.08,1,0,Personal Loan,212089,1,0,10,19,0,Ignored,0,75596.91166667,52513.095,19135.60166667,7736.5875,25640.9075,1,10,0.0,0,650-700
CUST0610,67,Female,15-25 LPA,Salaried,Hyderabad,642,1-2 Loans,8.45,1,0,Home Loan,1151154,0,0,13,27,0,Ignored,0,200429.04666667,136326.41166667,43731.83833333,20986.92833333,71607.6475,0,0,0.0,1,580-650
